"NM_POINT_SOURCE","ID_POINT","NO_VALUE_ORIGINAL","NO_VALUE_STANDARD","TM_PERIOD_START","TM_PERIOD_END","TM_PROCESSED","NM_DERIVATION_TYPE","NM_MNEMONIC"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-SEP-20 18.00.00.000000000,23-SEP-20 18.14.59.999000000,23-SEP-20 18.09.12.688000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-SEP-20 18.15.00.000000000,23-SEP-20 18.29.59.999000000,23-SEP-20 18.24.19.152000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-SEP-20 18.30.00.000000000,23-SEP-20 18.44.59.999000000,23-SEP-20 18.39.13.206000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-SEP-20 18.45.00.000000000,23-SEP-20 18.59.59.999000000,23-SEP-20 18.54.15.506000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-SEP-20 19.00.00.000000000,23-SEP-20 19.14.59.999000000,23-SEP-20 19.09.16.921000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-SEP-20 19.15.00.000000000,23-SEP-20 19.29.59.999000000,23-SEP-20 19.24.17.219000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-SEP-20 19.30.00.000000000,23-SEP-20 19.44.59.999000000,23-SEP-20 19.39.32.660000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-SEP-20 19.45.00.000000000,23-SEP-20 19.59.59.999000000,23-SEP-20 19.54.35.975000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.53125,0.53125,23-SEP-20 20.00.00.000000000,23-SEP-20 20.14.59.999000000,23-SEP-20 20.09.18.442000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-SEP-20 20.15.00.000000000,23-SEP-20 20.29.59.999000000,23-SEP-20 20.24.45.314000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-SEP-20 20.30.00.000000000,23-SEP-20 20.44.59.999000000,23-SEP-20 20.39.16.655000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-SEP-20 20.45.00.000000000,23-SEP-20 20.59.59.999000000,23-SEP-20 20.54.17.647000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-SEP-20 21.00.00.000000000,23-SEP-20 21.14.59.999000000,23-SEP-20 21.09.15.521000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-SEP-20 21.15.00.000000000,23-SEP-20 21.29.59.999000000,23-SEP-20 21.24.08.701000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-SEP-20 21.30.00.000000000,23-SEP-20 21.44.59.999000000,23-SEP-20 21.39.13.803000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-SEP-20 21.45.00.000000000,23-SEP-20 21.59.59.999000000,23-SEP-20 21.54.12.340000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-SEP-20 22.00.00.000000000,23-SEP-20 22.14.59.999000000,23-SEP-20 22.09.11.170000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-SEP-20 22.15.00.000000000,23-SEP-20 22.29.59.999000000,23-SEP-20 22.23.46.084000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-SEP-20 22.30.00.000000000,23-SEP-20 22.44.59.999000000,23-SEP-20 22.39.01.025000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-SEP-20 22.45.00.000000000,23-SEP-20 22.59.59.999000000,23-SEP-20 22.53.57.167000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-SEP-20 23.00.00.000000000,23-SEP-20 23.14.59.999000000,23-SEP-20 23.18.11.612000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-SEP-20 23.15.00.000000000,23-SEP-20 23.29.59.999000000,23-SEP-20 23.24.12.895000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-SEP-20 23.30.00.000000000,23-SEP-20 23.44.59.999000000,23-SEP-20 23.39.13.660000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-SEP-20 23.45.00.000000000,23-SEP-20 23.59.59.999000000,23-SEP-20 23.53.39.068000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 00.00.00.000000000,24-SEP-20 00.14.59.999000000,24-SEP-20 00.08.53.962000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 00.15.00.000000000,24-SEP-20 00.29.59.999000000,24-SEP-20 00.24.16.873000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 00.30.00.000000000,24-SEP-20 00.44.59.999000000,24-SEP-20 00.39.06.351000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 00.45.00.000000000,24-SEP-20 00.59.59.999000000,24-SEP-20 00.57.05.154000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 01.00.00.000000000,24-SEP-20 01.14.59.999000000,24-SEP-20 01.09.00.247000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 01.15.00.000000000,24-SEP-20 01.29.59.999000000,24-SEP-20 01.24.14.639000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 01.30.00.000000000,24-SEP-20 01.44.59.999000000,24-SEP-20 01.39.40.852000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 01.45.00.000000000,24-SEP-20 01.59.59.999000000,24-SEP-20 01.54.34.408000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 02.00.00.000000000,24-SEP-20 02.14.59.999000000,24-SEP-20 02.09.22.687000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 02.15.00.000000000,24-SEP-20 02.29.59.999000000,24-SEP-20 02.24.15.788000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 02.30.00.000000000,24-SEP-20 02.44.59.999000000,24-SEP-20 02.39.12.964000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 02.45.00.000000000,24-SEP-20 02.59.59.999000000,24-SEP-20 02.54.13.933000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 03.00.00.000000000,24-SEP-20 03.14.59.999000000,24-SEP-20 03.09.13.600000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 03.15.00.000000000,24-SEP-20 03.29.59.999000000,24-SEP-20 03.24.11.710000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 03.30.00.000000000,24-SEP-20 03.44.59.999000000,24-SEP-20 03.39.14.372000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 03.45.00.000000000,24-SEP-20 03.59.59.999000000,24-SEP-20 03.54.14.161000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 04.00.00.000000000,24-SEP-20 04.14.59.999000000,24-SEP-20 04.14.27.452000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 04.15.00.000000000,24-SEP-20 04.29.59.999000000,24-SEP-20 04.24.13.493000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.28125,0.28125,24-SEP-20 04.30.00.000000000,24-SEP-20 04.44.59.999000000,24-SEP-20 04.39.10.526000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 04.45.00.000000000,24-SEP-20 04.59.59.999000000,24-SEP-20 04.54.15.561000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.375,0.375,24-SEP-20 05.00.00.000000000,24-SEP-20 05.14.59.999000000,24-SEP-20 05.09.17.736000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",1.21875,1.21875,24-SEP-20 05.15.00.000000000,24-SEP-20 05.29.59.999000000,24-SEP-20 05.24.11.072000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.03125,0.03125,24-SEP-20 05.30.00.000000000,24-SEP-20 05.44.59.999000000,24-SEP-20 05.39.17.145000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.5,0.5,24-SEP-20 05.45.00.000000000,24-SEP-20 05.59.59.999000000,24-SEP-20 05.54.15.382000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",2.53125,2.53125,24-SEP-20 06.00.00.000000000,24-SEP-20 06.14.59.999000000,24-SEP-20 06.10.16.510000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",3.28125,3.28125,24-SEP-20 06.15.00.000000000,24-SEP-20 06.29.59.999000000,24-SEP-20 06.24.17.858000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",1.125,1.125,24-SEP-20 06.30.00.000000000,24-SEP-20 06.44.59.999000000,24-SEP-20 06.39.11.586000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 06.45.00.000000000,24-SEP-20 06.59.59.999000000,24-SEP-20 06.54.07.957000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 07.00.00.000000000,24-SEP-20 07.14.59.999000000,24-SEP-20 07.09.15.120000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.15625,0.15625,24-SEP-20 07.15.00.000000000,24-SEP-20 07.29.59.999000000,24-SEP-20 07.24.16.453000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 07.45.00.000000000,24-SEP-20 07.59.59.999000000,24-SEP-20 07.53.55.903000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 08.00.00.000000000,24-SEP-20 08.14.59.999000000,24-SEP-20 08.08.56.369000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 08.15.00.000000000,24-SEP-20 08.29.59.999000000,24-SEP-20 08.24.06.271000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 08.30.00.000000000,24-SEP-20 08.44.59.999000000,24-SEP-20 08.39.06.243000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 08.45.00.000000000,24-SEP-20 08.59.59.999000000,24-SEP-20 08.53.57.157000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 09.00.00.000000000,24-SEP-20 09.14.59.999000000,24-SEP-20 09.08.57.139000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 09.15.00.000000000,24-SEP-20 09.29.59.999000000,24-SEP-20 09.24.06.543000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 09.30.00.000000000,24-SEP-20 09.44.59.999000000,24-SEP-20 09.39.05.708000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 09.45.00.000000000,24-SEP-20 09.59.59.999000000,24-SEP-20 09.54.02.073000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 10.00.00.000000000,24-SEP-20 10.14.59.999000000,24-SEP-20 10.09.19.900000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 10.15.00.000000000,24-SEP-20 10.29.59.999000000,24-SEP-20 10.24.19.363000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 10.30.00.000000000,24-SEP-20 10.44.59.999000000,24-SEP-20 10.39.29.217000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 10.45.00.000000000,24-SEP-20 10.59.59.999000000,24-SEP-20 10.54.01.306000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 11.00.00.000000000,24-SEP-20 11.14.59.999000000,24-SEP-20 11.09.03.445000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 11.15.00.000000000,24-SEP-20 11.29.59.999000000,24-SEP-20 11.23.56.382000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 11.30.00.000000000,24-SEP-20 11.44.59.999000000,24-SEP-20 11.38.59.218000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 11.45.00.000000000,24-SEP-20 11.59.59.999000000,24-SEP-20 11.54.24.928000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 12.00.00.000000000,24-SEP-20 12.14.59.999000000,24-SEP-20 12.10.02.480000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 12.15.00.000000000,24-SEP-20 12.29.59.999000000,24-SEP-20 12.25.05.549000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 12.30.00.000000000,24-SEP-20 12.44.59.999000000,24-SEP-20 12.40.11.583000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 12.45.00.000000000,24-SEP-20 12.59.59.999000000,24-SEP-20 12.54.33.356000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 13.00.00.000000000,24-SEP-20 13.14.59.999000000,24-SEP-20 13.10.35.681000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 13.15.00.000000000,24-SEP-20 13.29.59.999000000,24-SEP-20 13.24.23.845000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 13.30.00.000000000,24-SEP-20 13.44.59.999000000,24-SEP-20 13.39.42.728000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 13.45.00.000000000,24-SEP-20 13.59.59.999000000,24-SEP-20 13.54.44.857000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 14.00.00.000000000,24-SEP-20 14.14.59.999000000,24-SEP-20 14.09.29.434000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 14.15.00.000000000,24-SEP-20 14.29.59.999000000,24-SEP-20 14.24.12.438000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 14.30.00.000000000,24-SEP-20 14.44.59.999000000,24-SEP-20 14.39.14.736000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 14.45.00.000000000,24-SEP-20 14.59.59.999000000,24-SEP-20 14.54.31.631000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 15.00.00.000000000,24-SEP-20 15.14.59.999000000,24-SEP-20 15.09.16.793000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 15.15.00.000000000,24-SEP-20 15.29.59.999000000,24-SEP-20 15.24.24.195000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.71875,0.71875,24-SEP-20 15.30.00.000000000,24-SEP-20 15.44.59.999000000,24-SEP-20 15.39.16.803000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 15.45.00.000000000,24-SEP-20 15.59.59.999000000,24-SEP-20 15.54.16.342000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 16.00.00.000000000,24-SEP-20 16.14.59.999000000,24-SEP-20 16.09.19.923000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 16.15.00.000000000,24-SEP-20 16.29.59.999000000,24-SEP-20 16.24.19.653000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 16.30.00.000000000,24-SEP-20 16.44.59.999000000,24-SEP-20 16.39.20.849000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 16.45.00.000000000,24-SEP-20 16.59.59.999000000,24-SEP-20 16.54.18.325000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 17.00.00.000000000,24-SEP-20 17.14.59.999000000,24-SEP-20 17.09.13.124000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.96875,0.96875,24-SEP-20 17.15.00.000000000,24-SEP-20 17.29.59.999000000,24-SEP-20 17.25.21.217000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",1.9375,1.9375,24-SEP-20 17.30.00.000000000,24-SEP-20 17.44.59.999000000,24-SEP-20 17.39.16.131000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.40625,0.40625,24-SEP-20 17.45.00.000000000,24-SEP-20 17.59.59.999000000,24-SEP-20 17.54.14.587000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",1.78125,1.78125,24-SEP-20 18.00.00.000000000,24-SEP-20 18.14.59.999000000,24-SEP-20 18.09.11.590000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.0625,0.0625,24-SEP-20 18.15.00.000000000,24-SEP-20 18.29.59.999000000,24-SEP-20 18.24.17.626000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 18.30.00.000000000,24-SEP-20 18.44.59.999000000,24-SEP-20 18.39.18.570000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 18.45.00.000000000,24-SEP-20 18.59.59.999000000,24-SEP-20 18.54.20.578000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 19.00.00.000000000,24-SEP-20 19.14.59.999000000,24-SEP-20 19.09.16.824000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 19.15.00.000000000,24-SEP-20 19.29.59.999000000,24-SEP-20 19.24.13.022000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 19.30.00.000000000,24-SEP-20 19.44.59.999000000,24-SEP-20 19.39.39.077000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 19.45.00.000000000,24-SEP-20 19.59.59.999000000,24-SEP-20 19.54.43.261000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 20.00.00.000000000,24-SEP-20 20.14.59.999000000,24-SEP-20 20.09.29.782000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 20.15.00.000000000,24-SEP-20 20.29.59.999000000,24-SEP-20 20.24.16.105000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 20.30.00.000000000,24-SEP-20 20.44.59.999000000,24-SEP-20 20.39.13.502000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 20.45.00.000000000,24-SEP-20 20.59.59.999000000,24-SEP-20 20.54.15.416000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 21.00.00.000000000,24-SEP-20 21.14.59.999000000,24-SEP-20 21.09.17.193000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 21.15.00.000000000,24-SEP-20 21.29.59.999000000,24-SEP-20 21.24.09.826000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 21.30.00.000000000,24-SEP-20 21.44.59.999000000,24-SEP-20 21.39.13.457000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 21.45.00.000000000,24-SEP-20 21.59.59.999000000,24-SEP-20 21.54.15.461000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 22.00.00.000000000,24-SEP-20 22.14.59.999000000,24-SEP-20 22.09.09.289000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 22.15.00.000000000,24-SEP-20 22.29.59.999000000,24-SEP-20 22.24.17.746000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 22.30.00.000000000,24-SEP-20 22.44.59.999000000,24-SEP-20 22.38.45.298000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 22.45.00.000000000,24-SEP-20 22.59.59.999000000,24-SEP-20 22.55.02.813000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 23.00.00.000000000,24-SEP-20 23.14.59.999000000,24-SEP-20 23.10.01.624000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 23.15.00.000000000,24-SEP-20 23.29.59.999000000,24-SEP-20 23.24.15.266000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 23.30.00.000000000,24-SEP-20 23.44.59.999000000,24-SEP-20 23.38.54.874000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,24-SEP-20 23.45.00.000000000,24-SEP-20 23.59.59.999000000,24-SEP-20 23.54.01.354000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 00.00.00.000000000,25-SEP-20 00.14.59.999000000,25-SEP-20 00.08.25.577000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 00.15.00.000000000,25-SEP-20 00.29.59.999000000,25-SEP-20 00.24.37.295000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 00.30.00.000000000,25-SEP-20 00.44.59.999000000,25-SEP-20 00.38.46.202000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 00.45.00.000000000,25-SEP-20 00.59.59.999000000,25-SEP-20 01.01.07.996000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 01.00.00.000000000,25-SEP-20 01.14.59.999000000,25-SEP-20 01.09.38.499000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 01.15.00.000000000,25-SEP-20 01.29.59.999000000,25-SEP-20 01.24.31.327000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 01.30.00.000000000,25-SEP-20 01.44.59.999000000,25-SEP-20 01.39.48.451000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 01.45.00.000000000,25-SEP-20 01.59.59.999000000,25-SEP-20 01.54.44.430000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 02.00.00.000000000,25-SEP-20 02.14.59.999000000,25-SEP-20 02.09.41.529000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 02.15.00.000000000,25-SEP-20 02.29.59.999000000,25-SEP-20 02.24.36.114000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 02.30.00.000000000,25-SEP-20 02.44.59.999000000,25-SEP-20 02.39.28.337000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 02.45.00.000000000,25-SEP-20 02.59.59.999000000,25-SEP-20 02.54.21.831000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 03.00.00.000000000,25-SEP-20 03.14.59.999000000,25-SEP-20 03.09.23.893000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 03.15.00.000000000,25-SEP-20 03.29.59.999000000,25-SEP-20 03.24.23.245000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 03.30.00.000000000,25-SEP-20 03.44.59.999000000,25-SEP-20 03.39.38.098000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 03.45.00.000000000,25-SEP-20 03.59.59.999000000,25-SEP-20 03.54.27.676000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 04.00.00.000000000,25-SEP-20 04.14.59.999000000,25-SEP-20 04.09.31.653000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 04.15.00.000000000,25-SEP-20 04.29.59.999000000,25-SEP-20 04.24.19.453000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 04.30.00.000000000,25-SEP-20 04.44.59.999000000,25-SEP-20 04.39.29.264000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 04.45.00.000000000,25-SEP-20 04.59.59.999000000,25-SEP-20 04.54.26.488000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 05.00.00.000000000,25-SEP-20 05.14.59.999000000,25-SEP-20 05.09.37.082000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 05.15.00.000000000,25-SEP-20 05.29.59.999000000,25-SEP-20 05.24.24.653000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 05.30.00.000000000,25-SEP-20 05.44.59.999000000,25-SEP-20 05.39.30.014000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 05.45.00.000000000,25-SEP-20 05.59.59.999000000,25-SEP-20 05.54.30.429000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 06.00.00.000000000,25-SEP-20 06.14.59.999000000,25-SEP-20 06.09.35.307000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.03125,0.03125,25-SEP-20 06.15.00.000000000,25-SEP-20 06.29.59.999000000,25-SEP-20 06.24.37.282000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 06.30.00.000000000,25-SEP-20 06.44.59.999000000,25-SEP-20 06.39.29.200000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 06.45.00.000000000,25-SEP-20 06.59.59.999000000,25-SEP-20 06.54.25.304000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 07.00.00.000000000,25-SEP-20 07.14.59.999000000,25-SEP-20 07.09.23.951000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,25-SEP-20 07.15.00.000000000,25-SEP-20 07.29.59.999000000,25-SEP-20 07.24.21.704000000,"Average","mm/hr"
