"NM_POINT_SOURCE","ID_POINT","NO_VALUE_ORIGINAL","NO_VALUE_STANDARD","TM_PERIOD_START","TM_PERIOD_END","TM_PROCESSED","NM_DERIVATION_TYPE","NM_MNEMONIC"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 08.30.00.000000000,22-DEC-20 08.44.59.999000000,22-DEC-20 08.39.24.688000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 08.45.00.000000000,22-DEC-20 08.59.59.999000000,22-DEC-20 08.54.31.837000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 09.00.00.000000000,22-DEC-20 09.14.59.999000000,22-DEC-20 09.09.19.723000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 09.15.00.000000000,22-DEC-20 09.29.59.999000000,22-DEC-20 09.24.25.504000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 09.30.00.000000000,22-DEC-20 09.44.59.999000000,22-DEC-20 09.39.32.411000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 09.45.00.000000000,22-DEC-20 09.59.59.999000000,22-DEC-20 09.54.22.131000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 10.00.00.000000000,22-DEC-20 10.14.59.999000000,22-DEC-20 10.09.21.060000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 10.15.00.000000000,22-DEC-20 10.29.59.999000000,22-DEC-20 10.24.19.890000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 10.30.00.000000000,22-DEC-20 10.44.59.999000000,22-DEC-20 10.39.25.762000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 10.45.00.000000000,22-DEC-20 10.59.59.999000000,22-DEC-20 10.54.20.324000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 11.00.00.000000000,22-DEC-20 11.14.59.999000000,22-DEC-20 11.09.14.324000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 11.15.00.000000000,22-DEC-20 11.29.59.999000000,22-DEC-20 11.24.21.036000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 11.30.00.000000000,22-DEC-20 11.44.59.999000000,22-DEC-20 11.39.15.653000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 11.45.00.000000000,22-DEC-20 11.59.59.999000000,22-DEC-20 11.54.19.946000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 12.00.00.000000000,22-DEC-20 12.14.59.999000000,22-DEC-20 12.09.11.787000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 12.15.00.000000000,22-DEC-20 12.29.59.999000000,22-DEC-20 12.24.21.851000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 12.30.00.000000000,22-DEC-20 12.44.59.999000000,22-DEC-20 12.39.06.355000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 12.45.00.000000000,22-DEC-20 12.59.59.999000000,22-DEC-20 12.54.14.274000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 13.00.00.000000000,22-DEC-20 13.14.59.999000000,22-DEC-20 13.09.16.321000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 13.15.00.000000000,22-DEC-20 13.29.59.999000000,22-DEC-20 14.14.28.070000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 13.30.00.000000000,22-DEC-20 13.44.59.999000000,22-DEC-20 14.05.34.963000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 13.45.00.000000000,22-DEC-20 13.59.59.999000000,22-DEC-20 13.54.53.230000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 14.00.00.000000000,22-DEC-20 14.14.59.999000000,22-DEC-20 14.18.59.200000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 14.15.00.000000000,22-DEC-20 14.29.59.999000000,22-DEC-20 14.24.53.311000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 14.30.00.000000000,22-DEC-20 14.44.59.999000000,22-DEC-20 14.39.18.394000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 14.45.00.000000000,22-DEC-20 14.59.59.999000000,22-DEC-20 14.54.15.201000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 15.00.00.000000000,22-DEC-20 15.14.59.999000000,22-DEC-20 15.09.17.971000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 15.15.00.000000000,22-DEC-20 15.29.59.999000000,22-DEC-20 15.24.16.821000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 15.30.00.000000000,22-DEC-20 15.44.59.999000000,22-DEC-20 15.39.06.400000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 15.45.00.000000000,22-DEC-20 15.59.59.999000000,22-DEC-20 15.54.24.270000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 16.00.00.000000000,22-DEC-20 16.14.59.999000000,22-DEC-20 16.09.07.614000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 16.15.00.000000000,22-DEC-20 16.29.59.999000000,22-DEC-20 16.24.24.830000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 16.30.00.000000000,22-DEC-20 16.44.59.999000000,22-DEC-20 16.39.17.378000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 16.45.00.000000000,22-DEC-20 16.59.59.999000000,22-DEC-20 16.54.18.191000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 17.00.00.000000000,22-DEC-20 17.14.59.999000000,22-DEC-20 17.09.11.392000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 17.15.00.000000000,22-DEC-20 17.29.59.999000000,22-DEC-20 17.24.20.072000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 17.30.00.000000000,22-DEC-20 17.44.59.999000000,22-DEC-20 17.39.12.439000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 17.45.00.000000000,22-DEC-20 17.59.59.999000000,22-DEC-20 17.54.14.026000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 18.00.00.000000000,22-DEC-20 18.14.59.999000000,22-DEC-20 18.10.02.779000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 18.15.00.000000000,22-DEC-20 18.29.59.999000000,22-DEC-20 18.24.15.116000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 18.30.00.000000000,22-DEC-20 18.44.59.999000000,22-DEC-20 18.39.20.876000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 18.45.00.000000000,22-DEC-20 18.59.59.999000000,22-DEC-20 18.54.10.211000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 19.00.00.000000000,22-DEC-20 19.14.59.999000000,22-DEC-20 19.10.12.500000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 19.15.00.000000000,22-DEC-20 19.29.59.999000000,22-DEC-20 19.24.21.176000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 19.30.00.000000000,22-DEC-20 19.44.59.999000000,22-DEC-20 19.39.42.750000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,22-DEC-20 19.45.00.000000000,22-DEC-20 19.59.59.999000000,22-DEC-20 19.54.39.940000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.125,0.125,22-DEC-20 20.00.00.000000000,22-DEC-20 20.14.59.999000000,22-DEC-20 20.09.24.294000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",1.5,1.5,22-DEC-20 20.15.00.000000000,22-DEC-20 20.29.59.999000000,22-DEC-20 20.24.16.245000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",1,1,22-DEC-20 20.30.00.000000000,22-DEC-20 20.44.59.999000000,22-DEC-20 20.39.07.569000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.1875,0.1875,22-DEC-20 20.45.00.000000000,22-DEC-20 20.59.59.999000000,22-DEC-20 20.54.13.952000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.15625,0.15625,22-DEC-20 21.00.00.000000000,22-DEC-20 21.14.59.999000000,22-DEC-20 21.10.03.627000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.09375,0.09375,22-DEC-20 21.15.00.000000000,22-DEC-20 21.29.59.999000000,22-DEC-20 21.24.11.658000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.25,0.25,22-DEC-20 21.30.00.000000000,22-DEC-20 21.44.59.999000000,22-DEC-20 21.39.14.392000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.46875,0.46875,22-DEC-20 21.45.00.000000000,22-DEC-20 21.59.59.999000000,22-DEC-20 21.54.06.630000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.75,0.75,22-DEC-20 22.00.00.000000000,22-DEC-20 22.14.59.999000000,22-DEC-20 22.09.59.231000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.15625,0.15625,22-DEC-20 22.15.00.000000000,22-DEC-20 22.29.59.999000000,22-DEC-20 22.24.13.671000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.03125,0.03125,22-DEC-20 22.30.00.000000000,22-DEC-20 22.44.59.999000000,22-DEC-20 22.39.12.383000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.1875,0.1875,22-DEC-20 22.45.00.000000000,22-DEC-20 22.59.59.999000000,22-DEC-20 22.54.09.659000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.09375,0.09375,22-DEC-20 23.00.00.000000000,22-DEC-20 23.14.59.999000000,22-DEC-20 23.10.38.668000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.1875,0.1875,22-DEC-20 23.15.00.000000000,22-DEC-20 23.29.59.999000000,22-DEC-20 23.23.56.574000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.1875,0.1875,22-DEC-20 23.30.00.000000000,22-DEC-20 23.44.59.999000000,22-DEC-20 23.38.50.918000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.09375,0.09375,22-DEC-20 23.45.00.000000000,22-DEC-20 23.59.59.999000000,22-DEC-20 23.53.59.081000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-DEC-20 00.00.00.000000000,23-DEC-20 00.14.59.999000000,23-DEC-20 00.09.33.827000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-DEC-20 00.15.00.000000000,23-DEC-20 00.29.59.999000000,23-DEC-20 00.24.33.825000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-DEC-20 00.30.00.000000000,23-DEC-20 00.44.59.999000000,23-DEC-20 00.38.51.146000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",1.8125,1.8125,23-DEC-20 00.45.00.000000000,23-DEC-20 00.59.59.999000000,23-DEC-20 00.53.58.586000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.53125,0.53125,23-DEC-20 01.00.00.000000000,23-DEC-20 01.14.59.999000000,23-DEC-20 01.09.39.728000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.34375,0.34375,23-DEC-20 01.15.00.000000000,23-DEC-20 01.29.59.999000000,23-DEC-20 01.24.36.366000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",4.65625,4.65625,23-DEC-20 01.30.00.000000000,23-DEC-20 01.44.59.999000000,23-DEC-20 01.39.26.328000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",3.28125,3.28125,23-DEC-20 01.45.00.000000000,23-DEC-20 01.59.59.999000000,23-DEC-20 01.54.33.866000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.375,0.375,23-DEC-20 02.00.00.000000000,23-DEC-20 02.14.59.999000000,23-DEC-20 02.09.32.712000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.25,0.25,23-DEC-20 02.15.00.000000000,23-DEC-20 02.29.59.999000000,23-DEC-20 02.24.53.672000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-DEC-20 02.30.00.000000000,23-DEC-20 02.44.59.999000000,23-DEC-20 02.39.05.009000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-DEC-20 02.45.00.000000000,23-DEC-20 02.59.59.999000000,23-DEC-20 02.54.19.093000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.125,0.125,23-DEC-20 03.00.00.000000000,23-DEC-20 03.14.59.999000000,23-DEC-20 03.09.28.419000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-DEC-20 03.15.00.000000000,23-DEC-20 03.29.59.999000000,23-DEC-20 03.24.27.251000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-DEC-20 03.30.00.000000000,23-DEC-20 03.44.59.999000000,23-DEC-20 03.39.28.277000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.09375,0.09375,23-DEC-20 03.45.00.000000000,23-DEC-20 03.59.59.999000000,23-DEC-20 03.54.28.279000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.3125,0.3125,23-DEC-20 04.00.00.000000000,23-DEC-20 04.14.59.999000000,23-DEC-20 04.09.30.282000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.21875,0.21875,23-DEC-20 04.15.00.000000000,23-DEC-20 04.29.59.999000000,23-DEC-20 04.24.19.541000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.0625,0.0625,23-DEC-20 04.30.00.000000000,23-DEC-20 04.44.59.999000000,23-DEC-20 04.39.23.398000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.0625,0.0625,23-DEC-20 04.45.00.000000000,23-DEC-20 04.59.59.999000000,23-DEC-20 04.54.29.212000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.0625,0.0625,23-DEC-20 05.00.00.000000000,23-DEC-20 05.14.59.999000000,23-DEC-20 05.09.26.160000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.3125,0.3125,23-DEC-20 05.15.00.000000000,23-DEC-20 05.29.59.999000000,23-DEC-20 05.24.52.231000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.21875,0.21875,23-DEC-20 05.30.00.000000000,23-DEC-20 05.44.59.999000000,23-DEC-20 05.43.29.745000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-DEC-20 05.45.00.000000000,23-DEC-20 05.59.59.999000000,23-DEC-20 05.54.20.475000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.0625,0.0625,23-DEC-20 06.00.00.000000000,23-DEC-20 06.14.59.999000000,23-DEC-20 06.09.17.627000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.0625,0.0625,23-DEC-20 06.15.00.000000000,23-DEC-20 06.29.59.999000000,23-DEC-20 06.24.30.593000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-DEC-20 06.30.00.000000000,23-DEC-20 06.44.59.999000000,23-DEC-20 06.39.26.830000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-DEC-20 06.45.00.000000000,23-DEC-20 06.59.59.999000000,23-DEC-20 06.54.26.577000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.0625,0.0625,23-DEC-20 07.00.00.000000000,23-DEC-20 07.14.59.999000000,23-DEC-20 07.09.13.625000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.03125,0.03125,23-DEC-20 07.15.00.000000000,23-DEC-20 07.29.59.999000000,23-DEC-20 07.24.23.021000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-DEC-20 07.30.00.000000000,23-DEC-20 07.44.59.999000000,23-DEC-20 07.39.47.251000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-DEC-20 07.45.00.000000000,23-DEC-20 07.59.59.999000000,23-DEC-20 07.54.37.438000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-DEC-20 08.00.00.000000000,23-DEC-20 08.14.59.999000000,23-DEC-20 08.09.34.241000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-DEC-20 08.15.00.000000000,23-DEC-20 08.29.59.999000000,23-DEC-20 08.24.32.178000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-DEC-20 08.30.00.000000000,23-DEC-20 08.44.59.999000000,23-DEC-20 08.39.23.062000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-DEC-20 08.45.00.000000000,23-DEC-20 08.59.59.999000000,23-DEC-20 08.54.23.951000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-DEC-20 09.00.00.000000000,23-DEC-20 09.14.59.999000000,23-DEC-20 09.09.18.278000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-DEC-20 09.15.00.000000000,23-DEC-20 09.29.59.999000000,23-DEC-20 09.24.20.906000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-DEC-20 09.30.00.000000000,23-DEC-20 09.44.59.999000000,23-DEC-20 09.39.27.582000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.1875,0.1875,23-DEC-20 09.45.00.000000000,23-DEC-20 09.59.59.999000000,23-DEC-20 09.54.22.821000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.28125,0.28125,23-DEC-20 10.00.00.000000000,23-DEC-20 10.14.59.999000000,23-DEC-20 10.09.13.700000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.03125,0.03125,23-DEC-20 10.15.00.000000000,23-DEC-20 10.29.59.999000000,23-DEC-20 10.24.16.942000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-DEC-20 10.30.00.000000000,23-DEC-20 10.44.59.999000000,23-DEC-20 10.39.26.902000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-DEC-20 10.45.00.000000000,23-DEC-20 10.59.59.999000000,23-DEC-20 10.54.29.781000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.65625,0.65625,23-DEC-20 11.00.00.000000000,23-DEC-20 11.14.59.999000000,23-DEC-20 11.09.20.306000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.0625,0.0625,23-DEC-20 11.15.00.000000000,23-DEC-20 11.29.59.999000000,23-DEC-20 11.24.17.342000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.15625,0.15625,23-DEC-20 11.30.00.000000000,23-DEC-20 11.44.59.999000000,23-DEC-20 11.39.16.792000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.5,0.5,23-DEC-20 11.45.00.000000000,23-DEC-20 11.59.59.999000000,23-DEC-20 11.54.24.595000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.75,0.75,23-DEC-20 12.00.00.000000000,23-DEC-20 12.14.59.999000000,23-DEC-20 12.09.18.518000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.5625,0.5625,23-DEC-20 12.15.00.000000000,23-DEC-20 12.29.59.999000000,23-DEC-20 12.24.18.044000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.53125,0.53125,23-DEC-20 12.30.00.000000000,23-DEC-20 12.44.59.999000000,23-DEC-20 12.39.19.052000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.0625,0.0625,23-DEC-20 12.45.00.000000000,23-DEC-20 12.59.59.999000000,23-DEC-20 12.54.15.333000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.09375,0.09375,23-DEC-20 13.00.00.000000000,23-DEC-20 13.14.59.999000000,23-DEC-20 13.09.16.859000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.71875,0.71875,23-DEC-20 13.15.00.000000000,23-DEC-20 13.29.59.999000000,23-DEC-20 13.24.19.301000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.15625,0.15625,23-DEC-20 13.30.00.000000000,23-DEC-20 13.44.59.999000000,23-DEC-20 13.39.55.045000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.125,0.125,23-DEC-20 13.45.00.000000000,23-DEC-20 13.59.59.999000000,23-DEC-20 13.54.55.272000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.46875,0.46875,23-DEC-20 14.00.00.000000000,23-DEC-20 14.14.59.999000000,23-DEC-20 14.09.44.160000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.875,0.875,23-DEC-20 14.15.00.000000000,23-DEC-20 14.29.59.999000000,23-DEC-20 14.24.34.322000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.25,0.25,23-DEC-20 14.30.00.000000000,23-DEC-20 14.44.59.999000000,23-DEC-20 14.39.10.175000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.125,0.125,23-DEC-20 14.45.00.000000000,23-DEC-20 14.59.59.999000000,23-DEC-20 14.54.16.085000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.09375,0.09375,23-DEC-20 15.00.00.000000000,23-DEC-20 15.14.59.999000000,23-DEC-20 15.09.19.491000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.0625,0.0625,23-DEC-20 15.15.00.000000000,23-DEC-20 15.29.59.999000000,23-DEC-20 15.24.15.069000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.375,0.375,23-DEC-20 15.30.00.000000000,23-DEC-20 15.44.59.999000000,23-DEC-20 15.40.16.341000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.84375,0.84375,23-DEC-20 15.45.00.000000000,23-DEC-20 15.59.59.999000000,23-DEC-20 15.54.18.982000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",1.40625,1.40625,23-DEC-20 16.00.00.000000000,23-DEC-20 16.14.59.999000000,23-DEC-20 16.09.16.770000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.5625,0.5625,23-DEC-20 16.15.00.000000000,23-DEC-20 16.29.59.999000000,23-DEC-20 16.24.16.082000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.375,0.375,23-DEC-20 16.30.00.000000000,23-DEC-20 16.44.59.999000000,23-DEC-20 16.39.11.196000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.53125,0.53125,23-DEC-20 16.45.00.000000000,23-DEC-20 16.59.59.999000000,23-DEC-20 16.54.14.500000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.84375,0.84375,23-DEC-20 17.00.00.000000000,23-DEC-20 17.14.59.999000000,23-DEC-20 17.09.20.533000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",2.65625,2.65625,23-DEC-20 17.15.00.000000000,23-DEC-20 17.29.59.999000000,23-DEC-20 17.24.12.405000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",2.75,2.75,23-DEC-20 17.30.00.000000000,23-DEC-20 17.44.59.999000000,23-DEC-20 17.39.17.644000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",1.40625,1.40625,23-DEC-20 17.45.00.000000000,23-DEC-20 17.59.59.999000000,23-DEC-20 17.54.18.211000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",3.1875,3.1875,23-DEC-20 18.00.00.000000000,23-DEC-20 18.14.59.999000000,23-DEC-20 18.09.17.994000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",2.9375,2.9375,23-DEC-20 18.15.00.000000000,23-DEC-20 18.29.59.999000000,23-DEC-20 18.24.15.464000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",2.6875,2.6875,23-DEC-20 18.30.00.000000000,23-DEC-20 18.44.59.999000000,23-DEC-20 18.40.05.266000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",1.78125,1.78125,23-DEC-20 18.45.00.000000000,23-DEC-20 18.59.59.999000000,23-DEC-20 18.54.12.351000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.6875,0.6875,23-DEC-20 19.00.00.000000000,23-DEC-20 19.14.59.999000000,23-DEC-20 19.10.13.198000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.15625,0.15625,23-DEC-20 19.15.00.000000000,23-DEC-20 19.29.59.999000000,23-DEC-20 19.24.10.423000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.40625,0.40625,23-DEC-20 19.30.00.000000000,23-DEC-20 19.44.59.999000000,23-DEC-20 19.39.46.971000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.25,0.25,23-DEC-20 19.45.00.000000000,23-DEC-20 19.59.59.999000000,23-DEC-20 19.54.42.009000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.71875,0.71875,23-DEC-20 20.00.00.000000000,23-DEC-20 20.14.59.999000000,23-DEC-20 20.09.27.708000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.09375,0.09375,23-DEC-20 20.15.00.000000000,23-DEC-20 20.29.59.999000000,23-DEC-20 20.24.17.910000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.03125,0.03125,23-DEC-20 20.30.00.000000000,23-DEC-20 20.44.59.999000000,23-DEC-20 20.39.10.123000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,23-DEC-20 20.45.00.000000000,23-DEC-20 20.59.59.999000000,23-DEC-20 20.54.16.002000000,"Average","mm/hr"
